Order_ID,Customer_ID,Customer_Name,Segment
CA-2012-169397,JB-15925,Joni Blumstein,Consumer
CA-2012-169397,JB-15925,Joni Blumstein,Consumer
CA-2012-169397,JB-15925,Joni Blumstein,Consumer
CA-2012-169397,JB-15925,Joni Blumstein,Consumer
CA-2012-169397,JB-15925,Joni Blumstein,Consumer
CA-2012-169397,JB-15925,Joni Blumstein,Consumer
CA-2012-163055,DS-13180,David Smith,Corporate
CA-2012-163055,DS-13180,David Smith,Corporate
CA-2012-163055,DS-13180,David Smith,Corporate
US-2012-145436,VD-21670,Valerie Dominguez,Consumer
US-2012-145436,VD-21670,Valerie Dominguez,Consumer
US-2011-156216,EA-14035,Erin Ashbrook,Corporate
US-2014-100930,CS-12400,Christopher Schild,Home Office
US-2014-100930,CS-12400,Christopher Schild,Home Office
US-2014-100930,CS-12400,Christopher Schild,Home Office
US-2014-100930,CS-12400,Christopher Schild,Home Office
US-2014-100930,CS-12400,Christopher Schild,Home Office
CA-2014-160514,DB-13120,David Bremer,Corporate
CA-2013-157749,KL-16645,Ken Lonsdale,Consumer
CA-2013-157749,KL-16645,Ken Lonsdale,Consumer
CA-2013-157749,KL-16645,Ken Lonsdale,Consumer
CA-2013-157749,KL-16645,Ken Lonsdale,Consumer
CA-2013-157749,KL-16645,Ken Lonsdale,Consumer
CA-2013-157749,KL-16645,Ken Lonsdale,Consumer
CA-2013-157749,KL-16645,Ken Lonsdale,Consumer
CA-2011-131926,DW-13480,Dianna Wilson,Home Office
CA-2011-131926,DW-13480,Dianna Wilson,Home Office
CA-2011-131926,DW-13480,Dianna Wilson,Home Office
CA-2011-131926,DW-13480,Dianna Wilson,Home Office
CA-2011-131926,DW-13480,Dianna Wilson,Home Office
CA-2013-154739,LH-17155,Logan Haushalter,Consumer
CA-2013-145625,KC-16540,Kelly Collister,Consumer
CA-2013-145625,KC-16540,Kelly Collister,Consumer
CA-2013-146941,DL-13315,Delfina Latchford,Consumer
CA-2013-146941,DL-13315,Delfina Latchford,Consumer
US-2012-159982,DR-12880,Dan Reichenbach,Corporate
US-2012-159982,DR-12880,Dan Reichenbach,Corporate
US-2012-159982,DR-12880,Dan Reichenbach,Corporate
US-2012-159982,DR-12880,Dan Reichenbach,Corporate
CA-2014-163139,CC-12670,Craig Carreira,Consumer
CA-2014-163139,CC-12670,Craig Carreira,Consumer
CA-2014-163139,CC-12670,Craig Carreira,Consumer
US-2014-155299,Dl-13600,Dorris liebe,Corporate
US-2011-106992,SB-20290,Sean Braxton,Corporate
US-2011-106992,SB-20290,Sean Braxton,Corporate
CA-2013-125318,RC-19825,Roy Collins,Consumer
CA-2012-155040,AH-10210,Alan Hwang,Consumer
CA-2014-136826,CB-12535,Claudia Bergmann,Corporate
CA-2013-111010,PG-18895,Paul Gonzalez,Consumer
US-2014-145366,CA-12310,Christine Abelman,Corporate
US-2014-145366,CA-12310,Christine Abelman,Corporate
CA-2014-163979,KH-16690,Kristen Hastings,Corporate
CA-2012-155334,HA-14920,Helen Andreada,Consumer
CA-2012-155334,HA-14920,Helen Andreada,Consumer
CA-2012-155334,HA-14920,Helen Andreada,Consumer
CA-2014-118136,BB-10990,Barry Blumstein,Corporate
CA-2014-118136,BB-10990,Barry Blumstein,Corporate
CA-2014-132976,AG-10495,Andrew Gjertsen,Corporate
CA-2014-132976,AG-10495,Andrew Gjertsen,Corporate
CA-2014-132976,AG-10495,Andrew Gjertsen,Corporate
CA-2014-132976,AG-10495,Andrew Gjertsen,Corporate
US-2012-161991,SC-20725,Steven Cartwright,Consumer
US-2012-161991,SC-20725,Steven Cartwright,Consumer
CA-2012-130890,JO-15280,Jas O'Carroll,Consumer
CA-2012-130883,TB-21520,Tracy Blumstein,Consumer
CA-2012-130883,TB-21520,Tracy Blumstein,Consumer
CA-2012-130883,TB-21520,Tracy Blumstein,Consumer
CA-2013-112697,AH-10195,Alan Haines,Corporate
CA-2013-112697,AH-10195,Alan Haines,Corporate
CA-2013-112697,AH-10195,Alan Haines,Corporate
CA-2013-110772,NZ-18565,Nick Zandusky,Home Office
CA-2013-110772,NZ-18565,Nick Zandusky,Home Office
CA-2013-110772,NZ-18565,Nick Zandusky,Home Office
CA-2013-110772,NZ-18565,Nick Zandusky,Home Office
CA-2011-111451,KL-16555,Kelly Lampkin,Corporate
CA-2011-111451,KL-16555,Kelly Lampkin,Corporate
CA-2011-111451,KL-16555,Kelly Lampkin,Corporate
CA-2011-111451,KL-16555,Kelly Lampkin,Corporate
CA-2011-111451,KL-16555,Kelly Lampkin,Corporate
CA-2013-142545,JD-15895,Jonathan Doherty,Corporate
CA-2013-142545,JD-15895,Jonathan Doherty,Corporate
CA-2013-142545,JD-15895,Jonathan Doherty,Corporate
CA-2013-142545,JD-15895,Jonathan Doherty,Corporate
CA-2013-142545,JD-15895,Jonathan Doherty,Corporate
US-2014-152380,JH-15910,Jonathan Howell,Consumer
CA-2012-144253,AS-10225,Alan Schoenberger,Corporate
CA-2011-130960,KB-16600,Ken Brennan,Corporate
CA-2011-111003,CR-12625,Corey Roper,Home Office
CA-2011-111003,CR-12625,Corey Roper,Home Office
CA-2014-126774,SH-20395,Shahid Hopkins,Consumer
CA-2013-142902,BP-11185,Ben Peterman,Corporate
CA-2013-142902,BP-11185,Ben Peterman,Corporate
CA-2013-142902,BP-11185,Ben Peterman,Corporate
CA-2013-142902,BP-11185,Ben Peterman,Corporate
CA-2011-120887,TS-21205,Thomas Seio,Corporate
CA-2011-167850,AG-10525,Andy Gerbode,Corporate
CA-2011-167850,AG-10525,Andy Gerbode,Corporate
CA-2011-164259,SP-20860,Sung Pak,Corporate
CA-2011-164973,NM-18445,Nathan Mautz,Home Office
CA-2011-164973,NM-18445,Nathan Mautz,Home Office
CA-2011-164973,NM-18445,Nathan Mautz,Home Office
CA-2011-164973,NM-18445,Nathan Mautz,Home Office
CA-2011-164973,NM-18445,Nathan Mautz,Home Office
CA-2011-156601,FA-14230,Frank Atkinson,Corporate
CA-2013-162138,GK-14620,Grace Kelly,Corporate
CA-2013-162138,GK-14620,Grace Kelly,Corporate
CA-2014-153339,DJ-13510,Don Jones,Corporate
US-2013-141544,PO-18850,Patrick O'Brill,Consumer
US-2013-141544,PO-18850,Patrick O'Brill,Consumer
US-2013-141544,PO-18850,Patrick O'Brill,Consumer
US-2013-141544,PO-18850,Patrick O'Brill,Consumer
US-2013-141544,PO-18850,Patrick O'Brill,Consumer
US-2013-150147,JL-15850,John Lucas,Consumer
US-2013-150147,JL-15850,John Lucas,Consumer
US-2013-150147,JL-15850,John Lucas,Consumer
CA-2012-137946,DB-13615,Doug Bickford,Consumer
CA-2012-137946,DB-13615,Doug Bickford,Consumer
CA-2012-137946,DB-13615,Doug Bickford,Consumer
CA-2011-129924,AC-10420,Alyssa Crouse,Corporate
CA-2011-129924,AC-10420,Alyssa Crouse,Corporate
CA-2012-128167,KL-16645,Ken Lonsdale,Consumer
CA-2011-122336,JD-15895,Jonathan Doherty,Corporate
CA-2011-122336,JD-15895,Jonathan Doherty,Corporate
CA-2011-122336,JD-15895,Jonathan Doherty,Corporate
CA-2011-122336,JD-15895,Jonathan Doherty,Corporate
US-2012-120712,CS-12130,Chad Sievert,Consumer
CA-2014-169901,CC-12550,Clay Cheatham,Consumer
CA-2014-134306,TD-20995,Tamara Dahlen,Consumer
CA-2014-134306,TD-20995,Tamara Dahlen,Consumer
CA-2014-134306,TD-20995,Tamara Dahlen,Consumer
CA-2013-129714,AB-10060,Adam Bellavance,Home Office
CA-2013-129714,AB-10060,Adam Bellavance,Home Office
CA-2013-129714,AB-10060,Adam Bellavance,Home Office
CA-2013-129714,AB-10060,Adam Bellavance,Home Office
CA-2013-129714,AB-10060,Adam Bellavance,Home Office
CA-2013-138520,JL-15505,Jeremy Lonsdale,Consumer
CA-2013-138520,JL-15505,Jeremy Lonsdale,Consumer
CA-2013-138520,JL-15505,Jeremy Lonsdale,Consumer
CA-2013-138520,JL-15505,Jeremy Lonsdale,Consumer
CA-2013-130001,HK-14890,Heather Kirkland,Corporate
CA-2014-155698,VB-21745,Victoria Brennan,Corporate
CA-2014-155698,VB-21745,Victoria Brennan,Corporate
CA-2014-144904,KW-16435,Katrina Willman,Consumer
CA-2014-144904,KW-16435,Katrina Willman,Consumer
CA-2014-144904,KW-16435,Katrina Willman,Consumer
CA-2014-144904,KW-16435,Katrina Willman,Consumer
CA-2011-123344,JD-16060,Julia Dunbar,Consumer
CA-2013-155516,MK-17905,Michael Kennedy,Corporate
CA-2013-155516,MK-17905,Michael Kennedy,Corporate
CA-2013-155516,MK-17905,Michael Kennedy,Corporate
CA-2013-155516,MK-17905,Michael Kennedy,Corporate
CA-2014-104745,GT-14755,Guy Thornton,Consumer
CA-2014-104745,GT-14755,Guy Thornton,Consumer
US-2011-119137,AG-10900,Arthur Gainer,Consumer
US-2011-119137,AG-10900,Arthur Gainer,Consumer
US-2011-119137,AG-10900,Arthur Gainer,Consumer
US-2011-119137,AG-10900,Arthur Gainer,Consumer
US-2013-134656,MM-18280,Muhammed MacIntyre,Corporate
US-2014-134481,AR-10405,Allen Rosenblatt,Corporate
CA-2012-130792,RA-19915,Russell Applegate,Consumer
CA-2012-130792,RA-19915,Russell Applegate,Consumer
CA-2012-130792,RA-19915,Russell Applegate,Consumer
CA-2013-134775,AS-10285,Alejandro Savely,Corporate
CA-2013-134775,AS-10285,Alejandro Savely,Corporate
CA-2012-125395,LA-16780,Laura Armstrong,Corporate
US-2012-168935,DO-13435,Denny Ordway,Consumer
US-2012-168935,DO-13435,Denny Ordway,Consumer
CA-2012-122756,DK-13225,Dean Katz,Corporate
CA-2012-122756,DK-13225,Dean Katz,Corporate
CA-2011-115973,NG-18430,Nathan Gelder,Consumer
CA-2014-101798,MV-18190,Mike Vittorini,Consumer
CA-2014-101798,MV-18190,Mike Vittorini,Consumer
US-2011-135972,JG-15115,Jack Garza,Consumer
US-2011-135972,JG-15115,Jack Garza,Consumer
US-2011-134971,BP-11095,Bart Pistole,Corporate
CA-2014-102946,VP-21730,Victor Preis,Home Office
CA-2014-165603,SS-20140,Saphhira Shifley,Corporate
CA-2014-165603,SS-20140,Saphhira Shifley,Corporate
CA-2012-122259,HP-14815,Harold Pawlan,Home Office
CA-2013-108987,AG-10675,Anna Gayman,Consumer
CA-2013-108987,AG-10675,Anna Gayman,Consumer
CA-2013-108987,AG-10675,Anna Gayman,Consumer
CA-2013-108987,AG-10675,Anna Gayman,Consumer
CA-2011-113166,LF-17185,Luke Foster,Consumer
CA-2011-155208,SP-20650,Stephanie Phelps,Corporate
CA-2014-117933,RF-19840,Roy Französisch,Consumer
CA-2014-117457,KH-16510,Keith Herrera,Consumer
CA-2014-117457,KH-16510,Keith Herrera,Consumer
CA-2014-117457,KH-16510,Keith Herrera,Consumer
CA-2014-117457,KH-16510,Keith Herrera,Consumer
CA-2014-117457,KH-16510,Keith Herrera,Consumer
CA-2014-117457,KH-16510,Keith Herrera,Consumer
CA-2014-117457,KH-16510,Keith Herrera,Consumer
CA-2014-117457,KH-16510,Keith Herrera,Consumer
CA-2014-117457,KH-16510,Keith Herrera,Consumer
CA-2014-142636,KC-16675,Kimberly Carter,Corporate
CA-2014-142636,KC-16675,Kimberly Carter,Corporate
CA-2014-122105,CJ-12010,Caroline Jumper,Consumer
CA-2013-148796,PB-19150,Philip Brown,Consumer
CA-2014-154816,VB-21745,Victoria Brennan,Corporate
CA-2014-110478,SP-20860,Sung Pak,Corporate
CA-2014-110478,SP-20860,Sung Pak,Corporate
CA-2011-142048,JE-15745,Joel Eaton,Consumer
CA-2014-125388,MP-17965,Michael Paige,Corporate
CA-2014-125388,MP-17965,Michael Paige,Corporate
CA-2014-155705,NF-18385,Natalie Fritzler,Consumer
CA-2014-149160,JM-15265,Janet Molinari,Corporate
CA-2014-149160,JM-15265,Janet Molinari,Corporate
CA-2011-101476,SD-20485,Shirley Daniels,Home Office
CA-2014-152275,KH-16630,Ken Heidel,Corporate
US-2013-123750,RB-19795,Ross Baird,Home Office
US-2013-123750,RB-19795,Ross Baird,Home Office
US-2013-123750,RB-19795,Ross Baird,Home Office
US-2013-123750,RB-19795,Ross Baird,Home Office
CA-2013-127369,DB-13060,Dave Brooks,Consumer
US-2011-150574,MK-18160,Mike Kennedy,Consumer
US-2011-150574,MK-18160,Mike Kennedy,Consumer
CA-2013-147375,PO-19180,Philisse Overcash,Home Office
CA-2013-147375,PO-19180,Philisse Overcash,Home Office
CA-2014-130043,BB-11545,Brenda Bowman,Corporate
CA-2014-157252,CV-12805,Cynthia Voltz,Corporate
CA-2013-115756,PK-19075,Pete Kriz,Consumer
CA-2013-115756,PK-19075,Pete Kriz,Consumer
CA-2013-115756,PK-19075,Pete Kriz,Consumer
CA-2013-115756,PK-19075,Pete Kriz,Consumer
CA-2013-115756,PK-19075,Pete Kriz,Consumer
CA-2013-115756,PK-19075,Pete Kriz,Consumer
CA-2014-154214,TB-21595,Troy Blackwell,Consumer
CA-2013-166674,RB-19360,Raymond Buch,Consumer
CA-2013-166674,RB-19360,Raymond Buch,Consumer
CA-2013-166674,RB-19360,Raymond Buch,Consumer
CA-2013-166674,RB-19360,Raymond Buch,Consumer
CA-2013-166674,RB-19360,Raymond Buch,Consumer
CA-2013-166674,RB-19360,Raymond Buch,Consumer
CA-2014-147277,EB-13705,Ed Braxton,Corporate
CA-2014-147277,EB-13705,Ed Braxton,Corporate
CA-2013-100153,KH-16630,Ken Heidel,Corporate
US-2011-110674,SC-20095,Sanjit Chand,Consumer
US-2013-157945,NF-18385,Natalie Fritzler,Consumer
US-2013-157945,NF-18385,Natalie Fritzler,Consumer
CA-2012-109638,JH-15985,Joseph Holt,Consumer
CA-2012-109638,JH-15985,Joseph Holt,Consumer
CA-2012-109638,JH-15985,Joseph Holt,Consumer
CA-2013-109869,TN-21040,Tanja Norvell,Home Office
CA-2013-109869,TN-21040,Tanja Norvell,Home Office
CA-2013-109869,TN-21040,Tanja Norvell,Home Office
CA-2013-109869,TN-21040,Tanja Norvell,Home Office
CA-2013-109869,TN-21040,Tanja Norvell,Home Office
US-2012-101399,JS-15940,Joni Sundaresam,Home Office
CA-2014-154907,DS-13180,David Smith,Corporate
US-2013-100419,CC-12670,Craig Carreira,Consumer
CA-2012-154144,MH-17785,Maya Herman,Corporate
CA-2011-144666,JP-15520,Jeremy Pistek,Consumer
CA-2011-144666,JP-15520,Jeremy Pistek,Consumer
CA-2011-144666,JP-15520,Jeremy Pistek,Consumer
CA-2011-144666,JP-15520,Jeremy Pistek,Consumer
CA-2011-144666,JP-15520,Jeremy Pistek,Consumer
CA-2011-144666,JP-15520,Jeremy Pistek,Consumer
CA-2013-103891,KH-16690,Kristen Hastings,Corporate
CA-2013-152632,JE-15475,Jeremy Ellison,Consumer
CA-2013-100790,JG-15805,John Grady,Corporate
CA-2013-100790,JG-15805,John Grady,Corporate
CA-2011-134677,XP-21865,Xylona Preis,Consumer
CA-2011-127691,EM-14065,Erin Mull,Consumer
CA-2011-127691,EM-14065,Erin Mull,Consumer
CA-2014-140963,MT-18070,Michelle Tran,Home Office
CA-2014-140963,MT-18070,Michelle Tran,Home Office
CA-2014-140963,MT-18070,Michelle Tran,Home Office
CA-2011-154627,SA-20830,Sue Ann Reed,Consumer
CA-2011-133753,CW-11905,Carl Weiss,Home Office
CA-2011-133753,CW-11905,Carl Weiss,Home Office
